reward_sum	100.0	1883.0	65.6094197474	1730.0	1843.875	1883.5	1921.625	2059.0
disc_reward_sum	100.0	79.135	14.9743644576	38.0	69.0	78.5	90.0	112.5
n_dest_reached	100.0	83.07	3.05919709543	75.0	81.0	83.0	85.0	92.0
last_dest_fail	100.0	77.82	18.847811544	27.0	66.5	83.0	93.0	100.0
sum_time_left	100.0	1166.75	98.8328223197	931.0	1102.75	1160.5	1235.5	1418.0
n_penalties	100.0	416.01	23.5438533444	351.0	400.5	417.0	430.0	464.0
last_penalty	100.0	98.97	1.51394194143	92.0	98.0	99.0	100.0	100.0
len_qvals	100.0	733.44	35.2016758095	638.0	712.5	736.0	757.0	809.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1872.205	58.7566499568	1709.0	1833.0	1873.75	1909.875	1986.0
disc_reward_sum	100.0	79.81	16.2759939727	26.5	67.375	79.75	91.25	119.5
n_dest_reached	100.0	82.54	2.99636142983	76.0	81.0	83.0	84.0	89.0
last_dest_fail	100.0	79.9	17.1855588895	33.0	68.75	82.5	95.0	100.0
sum_time_left	100.0	1144.79	83.7755894873	931.0	1087.25	1149.0	1202.5	1378.0
n_penalties	100.0	417.04	26.2816600801	358.0	402.75	417.5	431.5	484.0
last_penalty	100.0	99.09	1.1642399003	94.0	99.0	99.0	100.0	100.0
len_qvals	100.0	734.51	40.5359286948	647.0	707.0	731.0	761.0	829.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1879.025	66.5472178004	1715.0	1828.25	1886.5	1927.0	2009.5
disc_reward_sum	100.0	81.235	18.019413633	30.0	68.5	80.25	92.0	128.5
n_dest_reached	100.0	82.22	3.20851140789	71.0	80.0	83.0	84.0	91.0
last_dest_fail	100.0	83.49	15.5339283278	27.0	77.75	88.0	95.0	100.0
sum_time_left	100.0	1160.14	93.5324736996	908.0	1095.75	1161.0	1226.0	1399.0
n_penalties	100.0	414.24	24.7215278531	343.0	397.0	411.0	433.0	468.0
last_penalty	100.0	98.83	1.64565543726	89.0	98.0	99.0	100.0	100.0
len_qvals	100.0	731.93	36.6738987358	637.0	707.75	734.0	759.75	805.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1882.585	63.5144561211	1716.0	1844.875	1882.5	1920.625	2031.5
disc_reward_sum	100.0	79.43	17.3886094146	23.5	68.5	80.0	90.625	126.0
n_dest_reached	100.0	82.8	3.26289206785	75.0	80.75	83.0	85.0	90.0
last_dest_fail	100.0	82.22	14.4624767009	35.0	73.0	85.5	94.0	100.0
sum_time_left	100.0	1159.37	91.3734323609	930.0	1108.75	1168.0	1225.25	1364.0
n_penalties	100.0	414.61	26.7766274534	340.0	400.0	417.5	432.0	483.0
last_penalty	100.0	98.9	1.47367471707	93.0	98.75	99.0	100.0	100.0
len_qvals	100.0	732.47	42.4790988415	624.0	710.0	733.5	762.0	854.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1889.16	61.4760312987	1742.0	1846.625	1888.25	1926.75	2042.5
disc_reward_sum	100.0	82.525	16.0325387253	33.5	72.0	82.75	96.0	122.0
n_dest_reached	100.0	83.0	2.62081797702	78.0	81.0	83.0	85.0	90.0
last_dest_fail	100.0	79.94	18.6827960618	22.0	72.75	87.0	94.0	100.0
sum_time_left	100.0	1142.31	85.8419613198	908.0	1090.5	1142.0	1199.75	1326.0
n_penalties	100.0	415.91	22.9149040644	360.0	400.75	418.0	431.25	476.0
last_penalty	100.0	98.91	1.8040078837	90.0	98.75	100.0	100.0	100.0
len_qvals	100.0	733.95	35.975124683	637.0	712.75	736.0	757.25	812.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1886.73	66.1843698171	1709.0	1848.375	1894.0	1933.375	2023.0
disc_reward_sum	100.0	77.6	16.5092566627	32.5	67.875	79.5	87.125	121.0
n_dest_reached	100.0	82.79	2.91043056275	74.0	81.0	83.0	85.0	89.0
last_dest_fail	100.0	79.25	16.2942482261	34.0	67.0	84.0	92.25	100.0
sum_time_left	100.0	1157.34	92.6253690406	876.0	1099.75	1164.5	1214.0	1365.0
n_penalties	100.0	415.73	28.918504439	351.0	394.0	413.0	436.25	481.0
last_penalty	100.0	98.9	1.38898989532	95.0	98.0	99.5	100.0	100.0
len_qvals	100.0	735.19	43.4247741514	630.0	706.0	733.0	768.5	822.0
	count	mean	std	min	25%	50%	75%	max
